Species,Individual,DateTime,RelativePath,File,Date,Trap,Camera
Dingo,UOM2002,2022-03-25 7:03,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS13/CamA,PS13__CamA__2022-03-25__07-03-01(1).JPG,2022-03-25,PS13,CamA
Dingo,UOM2001,2022-03-25 7:03,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS13/CamB,PS13__CamB__2022-03-25__07-03-23(4).JPG,2022-03-25,PS13,CamB
Dingo,SLF2003,2022-04-18 7:42,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS13/CamA,PS13__CamA__2022-04-18__07-42-11(1).JPG,2022-04-18,PS13,CamA
Dingo,SLM1902,2022-04-26 7:52,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS13/CamB,PS13__CamB__2022-04-26__07-52-18(1).JPG,2022-04-26,PS13,CamB
Dingo,UOM2001,2023-02-01 8:12,BrendanAltingMLDP2023Images\PS13\CamB,PS13__CamB__2023-02-01__08-12-35(1).JPG,2023-02-01,PS13,CamB
Dingo,UOF1801,2023-02-01 8:13,BrendanAltingMLDP2023Images\PS13\CamA,PS13__CamA__2023-02-01__08-13-30(7).JPG,2023-02-01,PS13,CamA
Dingo,UOF1801,2023-02-01 10:15,BrendanAltingMLDP2023Images\PS13\CamB,PS13__CamB__2023-02-01__10-15-17(1).JPG,2023-02-01,PS13,CamB
Dingo,UOM2001,2023-02-08 9:22,BrendanAltingMLDP2023Images\PS13\CamB,PS13__CamB__2023-02-08__09-22-03(1).JPG,2023-02-08,PS13,CamB
Dingo,UOF1801,2023-02-08 9:23,BrendanAltingMLDP2023Images\PS13\CamA,PS13__CamA__2023-02-08__09-23-04(1).JPG,2023-02-08,PS13,CamA
Dingo,UOF1801,2023-02-18 8:21,BrendanAltingMLDP2023Images\PS13\CamB,PS13__CamB__2023-02-18__08-21-45(1).JPG,2023-02-18,PS13,CamB
Dingo,UOF1801,2023-02-19 6:28,BrendanAltingMLDP2023Images\PS13\CamB,PS13__CamB__2023-02-19__06-28-05(2).JPG,2023-02-19,PS13,CamB
Dingo,UOM2001,2023-02-19 6:29,BrendanAltingMLDP2023Images\PS13\CamB,PS13__CamB__2023-02-19__06-29-01(1).JPG,2023-02-19,PS13,CamB
Dingo,UOF1801,2023-02-24 6:47,BrendanAltingMLDP2023Images\PS13\CamB,PS13__CamB__2023-02-24__06-47-58(1).JPG,2023-02-24,PS13,CamB
Dingo,UOM2001,2023-02-28 19:34,BrendanAltingMLDP2023Images\PS13\CamB,PS13__CamB__2023-02-28__19-34-27(1).JPG,2023-02-28,PS13,CamB
Dingo,UOF1801,2023-02-28 19:34,BrendanAltingMLDP2023Images\PS13\CamB,PS13__CamB__2023-02-28__19-34-41(4).JPG,2023-02-28,PS13,CamB
Dingo,UOF1801,2023-03-02 6:27,BrendanAltingMLDP2023Images\PS13\CamA,PS13__CamA__2023-03-02__06-27-14(6).JPG,2023-03-02,PS13,CamA
Dingo,UOM2001,2023-03-06 6:47,BrendanAltingMLDP2023Images\PS13\CamB,PS13__CamB__2023-03-06__06-47-20(1).JPG,2023-03-06,PS13,CamB
Dingo,UOF1801,2023-03-06 6:47,BrendanAltingMLDP2023Images\PS13\CamB,PS13__CamB__2023-03-06__06-47-30(4).JPG,2023-03-06,PS13,CamB
Dingo,UOM2001,2023-04-02 9:52,BrendanAltingMLDP2023Images\PS13\CamB,PS13__CamB__2023-04-02__09-52-31(1).JPG,2023-04-02,PS13,CamB
Dingo,UOF1801,2023-04-02 9:52,BrendanAltingMLDP2023Images\PS13\CamB,PS13__CamB__2023-04-02__09-52-35(4).JPG,2023-04-02,PS13,CamB
Dingo,UOM2001,2023-04-02 18:30,BrendanAltingMLDP2023Images\PS13\CamB,PS13__CamB__2023-04-02__18-30-52(1).JPG,2023-04-02,PS13,CamB
Dingo,UOF1801,2023-04-02 18:31,BrendanAltingMLDP2023Images\PS13\CamB,PS13__CamB__2023-04-02__18-31-05(1).JPG,2023-04-02,PS13,CamB
Dingo,UOF1801,2023-04-16 1:11,BrendanAltingMLDP2023Images\PS13\CamB,PS13__CamB__2023-04-16__01-11-34(1).JPG,2023-04-16,PS13,CamB
Dingo,UOF1801,2023-04-16 1:43,BrendanAltingMLDP2023Images\PS13\CamB,PS13__CamB__2023-04-16__01-43-30(1).JPG,2023-04-16,PS13,CamB
Dingo,MBF1701,2023-04-20 3:49,BrendanAltingMLDP2023Images\PS13\CamB,PS13__CamB__2023-04-20__03-49-26(1).JPG,2023-04-20,PS13,CamB
Dingo,UOM2007,2023-04-20 3:49,BrendanAltingMLDP2023Images\PS13\CamB,PS13__CamB__2023-04-20__03-49-41(10).JPG,2023-04-20,PS13,CamB
Dingo,UOF1801,2023-04-21 23:21,BrendanAltingMLDP2023Images\PS13\CamB,PS13__CamB__2023-04-21__23-21-19(1).JPG,2023-04-21,PS13,CamB
Dingo,UOM2001,2023-05-09 8:49,PSML2023-06\PS13\CamB,PS13__CamB__2023-05-09__08-49-04(1).JPG,2023-05-09,PS13,CamB
Dingo,UOM2001,2023-05-09 10:16,PSML2023-06\PS13\CamB,PS13__CamB__2023-05-09__10-16-10(1).JPG,2023-05-09,PS13,CamB
Dingo,UOF1801,2021-12-02 8:12,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2021-12-02__08-12-53(1).JPG,2021-12-02,PS14,CamB
Dingo,UOM2001,2021-12-02 8:12,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2021-12-02__08-12-55(4).JPG,2021-12-02,PS14,CamB
Dingo,UOM1701,2021-12-02 8:14,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2021-12-02__08-14-03(1).JPG,2021-12-02,PS14,CamB
Dingo,UOF1801,2022-01-02 8:19,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-01-02__08-19-48(1).JPG,2022-01-02,PS14,CamB
Dingo,UOM2002,2022-01-02 8:19,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-01-02__08-19-48(1).JPG,2022-01-02,PS14,CamB
Dingo,UOM1701,2022-01-02 8:20,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamA,PS14__CamA__2022-01-02__08-20-49(6).JPG,2022-01-02,PS14,CamB
Dingo,UOF1801,2022-02-03 9:50,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-02-03__09-50-06(1).JPG,2022-02-03,PS14,CamB
Dingo,UOM2001,2022-02-03 9:50,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-02-03__09-50-06(1).JPG,2022-02-03,PS14,CamB
Dingo,UOM2002,2022-02-03 9:50,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-02-03__09-50-18(4).JPG,2022-02-03,PS14,CamB
Dingo,UOM1701,2022-02-03 9:50,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-02-03__09-50-22(6).JPG,2022-02-03,PS14,CamB
Dingo,UOM1701,2022-02-18 9:06,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-02-18__09-06-13(1).JPG,2022-02-18,PS14,CamB
Dingo,UOF1801,2022-02-18 9:06,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-02-18__09-06-14(3).JPG,2022-02-18,PS14,CamB
Dingo,UOF1801,2022-03-01 7:22,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-03-01__07-22-55(1).JPG,2022-03-01,PS14,CamB
Dingo,UOM2002,2022-03-01 12:15,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-03-01__12-15-47(1).JPG,2022-03-01,PS14,CamB
Dingo,UOM2002,2022-03-05 19:43,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-03-05__19-43-20(1).JPG,2022-03-05,PS14,CamB
Dingo,UOM2002,2022-03-07 4:54,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-03-07__04-54-05(1).JPG,2022-03-07,PS14,CamB
Dingo,UOM2001,2022-03-07 9:10,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-03-07__09-10-26(1).JPG,2022-03-07,PS14,CamB
Dingo,UOM1701,2022-03-10 17:20,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-03-10__17-20-21(1).JPG,2022-03-10,PS14,CamB
Dingo,UOF1801,2022-03-10 17:20,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-03-10__17-20-28(4).JPG,2022-03-10,PS14,CamB
Dingo,UOF2010,2022-03-20 7:24,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-03-20__07-24-09(1).JPG,2022-03-20,PS14,CamB
Dingo,UOM1701,2022-03-21 0:40,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-03-21__00-40-45(8).JPG,2022-03-21,PS14,CamB
Dingo,UOF1801,2022-03-22 19:00,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-03-22__19-00-27(1).JPG,2022-03-22,PS14,CamB
Dingo,UOM1701,2022-03-22 19:01,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-03-22__19-01-04(1).JPG,2022-03-22,PS14,CamB
Dingo,UOM2002,2022-03-24 13:58,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-03-24__13-58-28(1).JPG,2022-03-24,PS14,CamB
Dingo,SLM1902,2022-04-11 10:19,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamA,PS14__CamA__2022-04-11__10-19-42(1).JPG,2022-04-11,PS14,CamA
Dingo,UOM2001,2022-04-13 17:37,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-04-13__17-37-01(1).JPG,2022-04-13,PS14,CamB
Dingo,UOM1701,2022-04-13 17:37,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-04-13__17-37-02(3).JPG,2022-04-13,PS14,CamB
Dingo,UOF1801,2022-04-13 17:37,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-04-13__17-37-10(6).JPG,2022-04-13,PS14,CamB
Dingo,UOM2002,2022-04-13 17:37,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamA,PS14__CamA__2022-04-13__17-37-44(5).JPG,2022-04-13,PS14,CamA
Dingo,UOF1801,2022-04-22 17:42,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-04-22__17-42-52(1).JPG,2022-04-22,PS14,CamB
Dingo,UOM2002,2022-04-22 17:43,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-04-22__17-43-02(1).JPG,2022-04-22,PS14,CamB
Dingo,UOF1801,2022-04-25 20:39,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-04-25__20-39-08(1).JPG,2022-04-25,PS14,CamB
Dingo,UOM2002,2022-04-25 20:39,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-04-25__20-39-08(1).JPG,2022-04-25,PS14,CamB
Dingo,UOF1801,2022-05-13 11:07,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-05-13__11-07-50(1).JPG,2022-05-13,PS14,CamB
Dingo,UOM2001,2022-05-15 15:33,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-05-15__15-33-34(1).JPG,2022-05-15,PS14,CamB
Dingo,UOM2002,2022-05-15 15:33,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-05-15__15-33-49(4).JPG,2022-05-15,PS14,CamB
Dingo,UOF1801,2022-05-15 15:33,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-05-15__15-33-52(7).JPG,2022-05-15,PS14,CamB
Dingo,UOF1801,2022-05-24 8:42,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-05-24__08-42-46(1).JPG,2022-05-24,PS14,CamB
Dingo,UOM2001,2022-05-24 8:42,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-05-24__08-42-49(4).JPG,2022-05-24,PS14,CamB
Dingo,UOF1801,2022-05-25 17:20,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-05-25__17-20-41(1).JPG,2022-05-25,PS14,CamB
Dingo,UOM2001,2022-05-25 17:20,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS14/CamB,PS14__CamB__2022-05-25__17-20-43(4).JPG,2022-05-25,PS14,CamB
Dingo,UOF1801,2022-12-20 6:57,BrendanAltingMLDP2023Images\PS14\CamB,PS14__CamB__2022-12-20__06-57-58(1).JPG,2022-12-20,PS14,CamB
Dingo,UOM2001,2022-12-20 6:58,BrendanAltingMLDP2023Images\PS14\CamB,PS14__CamB__2022-12-20__06-58-04(2).JPG,2022-12-20,PS14,CamB
Dingo,YGM2102,2022-12-21 7:20,BrendanAltingMLDP2023Images\PS14\CamB,PS14__CamB__2022-12-21__07-20-45(1).JPG,2022-12-21,PS14,CamB
Dingo,UOM2001,2022-12-23 6:28,BrendanAltingMLDP2023Images\PS14\CamA,PS14__CamA__2022-12-23__06-28-57(1).JPG,2022-12-23,PS14,CamA
Dingo,UOF1801,2022-12-23 8:21,BrendanAltingMLDP2023Images\PS14\CamB,PS14__CamB__2022-12-23__08-21-03(1).JPG,2022-12-23,PS14,CamB
Dingo,UOM2001,2023-01-23 13:30,BrendanAltingMLDP2023Images\PS14\CamB,PS14__CamB__2023-01-23__13-30-58(1).JPG,2023-01-23,PS14,CamB
Dingo,UOF1801,2023-01-23 13:31,BrendanAltingMLDP2023Images\PS14\CamB,PS14__CamB__2023-01-23__13-31-05(7).JPG,2023-01-23,PS14,CamB
Dingo,UOF1801,2023-01-29 8:15,BrendanAltingMLDP2023Images\PS14\CamB,PS14__CamB__2023-01-29__08-15-25(1).JPG,2023-01-29,PS14,CamB
Dingo,UOM2001,2023-01-29 8:15,BrendanAltingMLDP2023Images\PS14\CamB,PS14__CamB__2023-01-29__08-15-25(1).JPG,2023-01-29,PS14,CamB
Dingo,UOF1801,2023-02-01 12:11,BrendanAltingMLDP2023Images\PS14\CamB,PS14__CamB__2023-02-01__12-11-42(1).JPG,2023-02-01,PS14,CamB
Dingo,UOM2001,2023-02-01 18:32,BrendanAltingMLDP2023Images\PS14\CamA,PS14__CamA__2023-02-01__18-32-02(1).JPG,2023-02-01,PS14,CamA
Dingo,UOM2001,2023-03-13 18:56,BrendanAltingMLDP2023Images\PS14\CamB,PS14__CamB__2023-03-13__18-56-48(1).JPG,2023-03-13,PS14,CamB
Dingo,UOM2001,2023-04-05 8:02,BrendanAltingMLDP2023Images\PS14\CamA,PS14__CamA__2023-04-05__08-02-28(1).JPG,2023-04-05,PS14,CamA
Dingo,UOF1801,2023-04-23 8:33,BrendanAltingMLDP2023Images\PS14\CamB,PS14__CamB__2023-04-23__08-33-52(2).JPG,2023-04-23,PS14,CamB
Dingo,UOM2001,2023-04-23 8:34,BrendanAltingMLDP2023Images\PS14\CamA,PS14__CamA__2023-04-23__08-34-07(1).JPG,2023-04-23,PS14,CamA
Dingo,UOM2001,2023-05-05 17:30,PSML2023-06\PS14\CamB,PS14__CamB__2023-05-05__17-30-36(1).JPG,2023-05-05,PS14,CamB
Dingo,UOM2001,2023-05-06 8:13,PSML2023-06\PS14\CamB,PS14__CamB__2023-05-06__08-13-40(1).JPG,2023-05-06,PS14,CamB
Dingo,UOM2001,2023-05-09 16:07,PSML2023-06\PS14\CamB,PS14__CamB__2023-05-09__16-07-26(1).JPG,2023-05-09,PS14,CamB
Dingo,UOF1801,2023-05-09 16:07,PSML2023-06\PS14\CamB,PS14__CamB__2023-05-09__16-07-36(4).JPG,2023-05-09,PS14,CamB
Dingo,UOM2001,2023-05-16 11:18,PSML2023-06\PS14\CamB,PS14__CamB__2023-05-16__11-18-17(1).JPG,2023-05-16,PS14,CamB
Dingo,UOF1801,2023-05-16 11:18,PSML2023-06\PS14\CamB,PS14__CamB__2023-05-16__11-18-26(10).JPG,2023-05-16,PS14,CamB
Dingo,UOM2001,2023-05-21 18:12,PSML2023-06\PS14\CamB,PS14__CamB__2023-05-21__18-12-04(1).JPG,2023-05-21,PS14,CamB
Dingo,UOF1801,2023-05-21 18:12,PSML2023-06\PS14\CamB,PS14__CamB__2023-05-21__18-12-08(4).JPG,2023-05-21,PS14,CamB
Dingo,UOF1801,2023-05-30 15:57,PSML2023-06\PS14\CamB,PS14__CamB__2023-05-30__15-57-02(1).JPG,2023-05-30,PS14,CamB
Dingo,UOM2001,2023-05-30 15:57,PSML2023-06\PS14\CamB,PS14__CamB__2023-05-30__15-57-19(7).JPG,2023-05-30,PS14,CamB
Dingo,MBF1701,2021-12-28 10:35,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS15/CamA,PS15__CamA__2021-12-28__10-35-13(1).JPG,2021-12-28,PS15,CamA
Dingo,UOM2012,2021-12-31 6:02,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS15/CamA,PS15__CamA__2021-12-31__06-02-28(1).JPG,2021-12-31,PS15,CamA
Dingo,MBF1701,2022-02-02 14:26,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS15/CamB,PS15__CamB__2022-02-02__14-26-02(1).JPG,2022-02-02,PS15,CamB
Dingo,SLF2004,2022-02-13 7:22,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS15/CamA,PS15__CamA__2022-02-13__07-22-42(1).JPG,2022-02-13,PS15,CamA
Dingo,SLM1902,2022-03-17 9:45,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS15/CamA,PS15__CamA__2022-03-17__09-45-15(1).JPG,2022-03-17,PS15,CamA
Dingo,SLM1902,2022-03-24 9:48,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS15/CamA,PS15__CamA__2022-03-24__09-48-30(1).JPG,2022-03-24,PS15,CamA
Dingo,SLM1902,2022-04-09 17:19,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS15/CamA,PS15__CamA__2022-04-09__17-19-20(1).JPG,2022-04-09,PS15,CamA
Dingo,SLM1902,2022-04-11 9:36,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS15/CamA,PS15__CamA__2022-04-11__09-36-30(1).JPG,2022-04-11,PS15,CamA
Dingo,SLM1902,2022-04-22 8:42,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS15/CamA,PS15__CamA__2022-04-22__08-42-57(1).JPG,2022-04-22,PS15,CamA
Dingo,SLM1902,2022-05-05 17:05,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS15/CamA,PS15__CamA__2022-05-05__17-05-41(1).JPG,2022-05-05,PS15,CamA
Dingo,YGM2102,2023-01-07 11:22,BrendanAltingMLDP2023Images\PS15\CamB,PS15__CamB__2023-01-07__11-22-10(1).JPG,2023-01-07,PS15,CamB
Dingo,YGM2102,2023-01-19 19:08,BrendanAltingMLDP2023Images\PS15\CamB,PS15__CamB__2023-01-19__19-08-28(1).JPG,2023-01-19,PS15,CamB
Dingo,UOM2007,2023-01-24 6:37,BrendanAltingMLDP2023Images\PS15\CamB,PS15__CamB__2023-01-24__06-37-20(1).JPG,2023-01-24,PS15,CamB
Dingo,MBF1701,2023-01-24 8:17,BrendanAltingMLDP2023Images\PS15\CamB,PS15__CamB__2023-01-24__08-17-59(1).JPG,2023-01-24,PS15,CamB
Dingo,SLF2102,2023-02-08 12:41,BrendanAltingMLDP2023Images\PS15\CamB,PS15__CamB__2023-02-08__12-41-43(1).JPG,2023-02-08,PS15,CamB
Dingo,YGM2102,2023-02-17 23:49,BrendanAltingMLDP2023Images\PS15\CamB,PS15__CamB__2023-02-17__23-49-52(1).JPG,2023-02-17,PS15,CamB
Dingo,UOM2007,2023-05-18 10:54,PSML2023-06\PS15\CamB,PS15__CamB__2023-05-18__10-54-34(1).JPG,2023-05-18,PS15,CamB
Dingo,MBF1701,2023-05-18 10:54,PSML2023-06\PS15\CamB,PS15__CamB__2023-05-18__10-54-44(10).JPG,2023-05-18,PS15,CamB
Dingo,UOF1801,2023-05-31 11:06,PSML2023-06\PS15\CamB,PS15__CamB__2023-05-31__11-06-47(1).JPG,2023-05-31,PS15,CamB
Dingo,UOM2001,2023-05-31 11:06,PSML2023-06\PS15\CamB,PS15__CamB__2023-05-31__11-06-54(7).JPG,2023-05-31,PS15,CamB
Dingo,UOM2007,2022-02-01 8:36,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS16/CamA,PS16__CamA__2022-02-01__08-36-14(1).JPG,2022-02-01,PS16,CamA
Dingo,UOF2010,2022-03-17 7:55,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS16/CamA,PS16__CamA__2022-03-17__07-55-31(1).JPG,2022-03-17,PS16,CamA
Dingo,SLM1902,2022-03-17 10:05,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS16/CamA,PS16__CamA__2022-03-17__10-05-26(1).JPG,2022-03-17,PS16,CamA
Dingo,UOF2010,2022-03-17 10:42,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS16/CamA,PS16__CamA__2022-03-17__10-42-03(1).JPG,2022-03-17,PS16,CamA
Dingo,SLM1902,2022-03-24 8:56,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS16/CamB,PS16__CamB__2022-03-24__08-56-36(1).JPG,2022-03-24,PS16,CamB
Dingo,YGM2102,2022-12-05 23:58,BrendanAltingMLDP2023Images\PS16\CamB,PS16__CamB__2022-12-05__23-58-26(1).JPG,2022-12-05,PS16,CamB
Dingo,SLF2102,2023-02-08 8:34,BrendanAltingMLDP2023Images\PS16\CamA,PS16__CamA__2023-02-08__08-34-17(1).JPG,2023-02-08,PS16,CamA
Dingo,MBF1701,2023-04-20 8:16,BrendanAltingMLDP2023Images\PS16\CamB,PS16__CamB__2023-04-20__08-16-50(1).JPG,2023-04-20,PS16,CamB
Dingo,UOM2007,2023-04-20 8:17,BrendanAltingMLDP2023Images\PS16\CamB,PS16__CamB__2023-04-20__08-17-19(13).JPG,2023-04-20,PS16,CamB
Dingo,MBF1701,2023-04-20 17:46,BrendanAltingMLDP2023Images\PS16\CamB,PS16__CamB__2023-04-20__17-46-14(1).JPG,2023-04-20,PS16,CamB
Dingo,UOM2007,2021-12-12 18:27,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS17/CamB,PS17__CamB__2021-12-12__18-26-31(1).JPG,2021-12-12,PS17,CamB
Dingo,UOM2007,2021-12-24 12:55,C:/Users/z5017880/OneDrive - UNSW/Documents/Uni things/PHD/Chapter population dynamics/Analysis folder/dingo_images/Dingo/PS17/CamA,PS17__CamA__2021-12-24__12-55-33(1).JPG,2021-12-24,PS17,CamA
